student_id,quarter,ref_agency
cdc23bd8a9b6,4,AGENCY E
cdc3b510cfe4,2,AGENCY C
cdc3b510cfe4,4,AGENCY C
cdcabfebe6d2,3,AGENCY A
cdcabfebe6d2,4,AGENCY A
cdcb69e89e00,1,AGENCY A
cdcb69e89e00,2,AGENCY A
cdcb69e89e00,4,AGENCY A
cdd36a507e05,1,AGENCY E
cdd36a507e05,2,AGENCY E
cdd36a507e05,3,AGENCY E
cdd36a507e05,4,AGENCY E
cddad51de3be,1,AGENCY F
cddad51de3be,2,AGENCY F
cddad51de3be,3,AGENCY F
cddad51de3be,4,AGENCY F
cddd4f0c3ecb,1,AGENCY F
cddd4f0c3ecb,3,AGENCY F
cdf012cd716b,1,AGENCY G
cdf012cd716b,2,AGENCY G
cdf012cd716b,4,AGENCY G
cdf0ca9911b5,2,AGENCY A
cdf46cdf2bcc,1,AGENCY F
cdf46cdf2bcc,2,AGENCY F
cdf46cdf2bcc,3,AGENCY F
cdf82c845d4a,4,AGENCY E
ce03b22fe099,1,CHI PUB SCH
ce03b22fe099,2,CHI PUB SCH
ce06c472531b,2,CHI PUB SCH
ce06c472531b,3,CHI PUB SCH
ce09adcfad65,1,AGENCY F
ce09adcfad65,2,AGENCY F
ce09adcfad65,3,AGENCY F
ce0ba6802d44,2,AGENCY G
ce0ba6802d44,3,AGENCY G
ce0ba6802d44,4,AGENCY G
ce0cec144a8b,4,AGENCY C
ce153dc4ce68,1,CHI PUB SCH
ce153dc4ce68,2,CHI PUB SCH
ce18e8405a33,2,CHI PUB SCH
ce18e8405a33,3,CHI PUB SCH
ce18e8405a33,4,CHI PUB SCH
ce1e5f25a587,1,CHI PUB SCH
ce1e5f25a587,2,CHI PUB SCH
ce221a0b6727,1,AGENCY G
ce221a0b6727,2,AGENCY G
ce221a0b6727,3,AGENCY G
ce221a0b6727,4,AGENCY G
ce274440b280,2,AGENCY F
ce274440b280,3,AGENCY F
ce295b92f565,2,AGENCY F
ce295b92f565,4,AGENCY F
ce2c5b7f608a,1,AGENCY B
ce2c5b7f608a,2,AGENCY B
ce2c5b7f608a,3,AGENCY B
ce2c5b7f608a,4,AGENCY B
ce2dc9f14412,1,CHI PUB SCH
ce2dc9f14412,3,CHI PUB SCH
ce335a9914d1,1,AGENCY B
ce335a9914d1,2,AGENCY B
ce335a9914d1,4,AGENCY B
ce3689d53b9a,2,CHI PUB SCH
ce3689d53b9a,3,CHI PUB SCH
ce433ffb8649,3,AGENCY D
ce433ffb8649,4,AGENCY D
ce44f8e2026c,3,AGENCY F
ce44f8e2026c,4,AGENCY F
ce450bd42efa,1,AGENCY G
ce450bd42efa,2,AGENCY G
ce450bd42efa,4,AGENCY G
ce49c2cff363,1,AGENCY F
ce49c2cff363,2,AGENCY F
ce4f11240500,2,AGENCY E
ce4f11240500,3,AGENCY E
ce51d3f50d44,3,AGENCY D
ce51d3f50d44,4,AGENCY D
ce5c25c2cf59,2,AGENCY C
ce5c25c2cf59,3,AGENCY C
ce637b5ac2fd,1,AGENCY F
ce637b5ac2fd,2,AGENCY F
ce637b5ac2fd,3,AGENCY F
ce67f0f85b76,3,CHI PUB SCH
ce67f0f85b76,4,CHI PUB SCH
ce7cee7f33ae,1,AGENCY D
ce7cee7f33ae,2,AGENCY D
ce7f751c69a8,1,AGENCY A
ce842cb0b6c8,2,AGENCY C
ce842cb0b6c8,3,AGENCY C
ce842cb0b6c8,4,AGENCY C
ce853eb0100f,2,AGENCY E
ce853eb0100f,3,AGENCY E
ce853eb0100f,4,AGENCY E
ce926a945a54,2,CHI PUB SCH
ce926a945a54,3,CHI PUB SCH
ce994109fdc1,1,CHI PUB SCH
ce994109fdc1,4,CHI PUB SCH
ce9afe7a8280,3,AGENCY D
ce9afe7a8280,4,AGENCY D
cea2b3bc31b4,1,AGENCY E
cea2b3bc31b4,3,AGENCY E
cea2b3bc31b4,4,AGENCY E
cea4c963ad82,1,AGENCY F
cea4c963ad82,2,AGENCY F
cea4c963ad82,4,AGENCY F
cea544fd43d5,1,AGENCY A
cea544fd43d5,3,AGENCY A
cea544fd43d5,4,AGENCY A
cea8ab4332cd,1,AGENCY B
cea8ab4332cd,4,AGENCY B
ceb0761e238c,2,CHI PUB SCH
ceb0761e238c,3,CHI PUB SCH
ceb0761e238c,4,CHI PUB SCH
ceb1d8a7cf9c,1,AGENCY F
ceb1d8a7cf9c,2,AGENCY F
ceb1d8a7cf9c,3,AGENCY F
ceb1d8a7cf9c,4,AGENCY F
ceb2879b10dd,1,AGENCY A
ceb2879b10dd,3,AGENCY A
ceb54d8f72cf,3,AGENCY B
cec582be141a,2,AGENCY F
cecad196fab6,1,AGENCY A
cecad196fab6,2,AGENCY A
cece88a58b1c,1,AGENCY E
cece88a58b1c,3,AGENCY E
cece88a58b1c,4,AGENCY E
ced00f0e08e0,1,AGENCY F
ced00f0e08e0,2,AGENCY F
ced00f0e08e0,4,AGENCY F
ced0504d4155,1,AGENCY F
ced0504d4155,2,AGENCY F
ced0504d4155,4,AGENCY F
ced42e3a5ad1,2,AGENCY G
ced42e3a5ad1,3,AGENCY G
ced42e3a5ad1,4,AGENCY G
ced4390d62e5,3,AGENCY E
ced4390d62e5,4,AGENCY E
ced77fe93184,3,CHI PUB SCH
ced77fe93184,4,CHI PUB SCH
cedca35591a3,1,CHI PUB SCH
cedca35591a3,2,CHI PUB SCH
cedca35591a3,3,CHI PUB SCH
cedf50214963,2,AGENCY F
cedf50214963,3,AGENCY F
ceece8dd7e71,1,CHI PUB SCH
ceece8dd7e71,2,CHI PUB SCH
ceece8dd7e71,3,CHI PUB SCH
ceece8dd7e71,4,CHI PUB SCH
ceef16fe8f62,1,CHI PUB SCH
ceef16fe8f62,2,CHI PUB SCH
ceef16fe8f62,4,CHI PUB SCH
cef14cf2325f,1,AGENCY F
cef14cf2325f,2,AGENCY F
cef2626492f7,1,CHI PUB SCH
cef2626492f7,2,CHI PUB SCH
cef2626492f7,4,CHI PUB SCH
cef28e19ab65,4,AGENCY A
cef8b46cd465,2,AGENCY G
cef8b46cd465,3,AGENCY G
cefd09002eeb,2,AGENCY D
cefd09002eeb,3,AGENCY D
cefd33aaf2ee,3,AGENCY A
cf05f5d84ddc,3,AGENCY A
cf05f5d84ddc,4,AGENCY A
cf0f9ab22cea,1,AGENCY C
cf0f9ab22cea,4,AGENCY C
cf10f60baf8a,1,AGENCY C
cf10f60baf8a,3,AGENCY C
cf10f60baf8a,4,AGENCY C
cf120189dc16,1,AGENCY A
cf120189dc16,2,AGENCY A
cf120189dc16,3,AGENCY A
cf19a2d4862e,4,AGENCY C
cf19dd4d4a16,1,AGENCY C
cf19dd4d4a16,3,AGENCY C
cf19dd4d4a16,4,AGENCY C
cf1b7233efec,3,AGENCY C
cf1b7233efec,4,AGENCY C
cf1dfbcafeea,1,AGENCY B
cf1dfbcafeea,2,AGENCY B
cf1dfbcafeea,3,AGENCY B
cf1eaa1b5ff9,1,AGENCY F
cf1eaa1b5ff9,3,AGENCY F
cf2ebe9ae9c7,1,CHI PUB SCH
cf2ebe9ae9c7,2,CHI PUB SCH
cf2ebe9ae9c7,3,CHI PUB SCH
cf2ebe9ae9c7,4,CHI PUB SCH
cf2fef1b793f,1,AGENCY G
cf2fef1b793f,2,AGENCY G
cf2fef1b793f,3,AGENCY G
cf2fef1b793f,4,AGENCY G
cf3a7375cd8e,1,AGENCY A
cf3a7375cd8e,2,AGENCY A
cf3a7375cd8e,3,AGENCY A
cf3a7375cd8e,4,AGENCY A
cf3cf99049d4,1,AGENCY G
cf3cf99049d4,2,AGENCY G
cf3cf99049d4,3,AGENCY G
cf3cf99049d4,4,AGENCY G
cf401b0b34b9,1,AGENCY D
cf401b0b34b9,2,AGENCY D
cf401b0b34b9,3,AGENCY D
cf411a982196,2,AGENCY C
cf411a982196,3,AGENCY C
cf4227d3b757,1,CHI PUB SCH
cf4227d3b757,3,CHI PUB SCH
cf4227d3b757,4,CHI PUB SCH
cf45b64205f4,1,CHI PUB SCH
cf45b64205f4,2,CHI PUB SCH
cf45b64205f4,4,CHI PUB SCH
cf463fd2f0a2,1,AGENCY C
cf463fd2f0a2,2,AGENCY C
cf4c29996e02,2,AGENCY D
cf4c29996e02,3,AGENCY D
cf4c29996e02,4,AGENCY D
cf4d04fdfc31,1,AGENCY A
cf4d04fdfc31,2,AGENCY A
cf4d04fdfc31,3,AGENCY A
cf4d04fdfc31,4,AGENCY A
cf51cf3ae53f,1,CHI PUB SCH
cf51cf3ae53f,3,CHI PUB SCH
cf51cf3ae53f,4,CHI PUB SCH
cf5df1e69b28,2,AGENCY F
cf5df1e69b28,3,AGENCY F
cf604835b582,1,AGENCY D
cf604835b582,2,AGENCY D
cf604835b582,3,AGENCY D
cf604835b582,4,AGENCY D
cf65d0e29558,1,AGENCY D
cf65d0e29558,3,AGENCY D
cf709eff6362,1,CHI PUB SCH
cf709eff6362,3,CHI PUB SCH
cf709eff6362,4,CHI PUB SCH
cf711d5a45ff,2,AGENCY C
cf711d5a45ff,3,AGENCY C
cf711d5a45ff,4,AGENCY C
cf71e43f8c16,3,AGENCY C
cf71e43f8c16,4,AGENCY C
cf74b2d1cd10,2,AGENCY E
cf74b2d1cd10,3,AGENCY E
cf7b042530b3,1,AGENCY B
cf7b042530b3,2,AGENCY B
cf7b042530b3,3,AGENCY B
cf7b042530b3,4,AGENCY B
cf826baaf893,1,AGENCY E
cf826baaf893,2,AGENCY E
cf826baaf893,3,AGENCY E
cf831bb76560,1,AGENCY G
cf831bb76560,2,AGENCY G
cf831bb76560,3,AGENCY G
cf884b07ae4a,1,AGENCY F
cf884b07ae4a,2,AGENCY F
cf884b07ae4a,3,AGENCY F
cf8ffdd2b3d1,2,AGENCY G
cf8ffdd2b3d1,3,AGENCY G
cf8ffdd2b3d1,4,AGENCY G
cf929cb764b5,2,AGENCY C
cf929cb764b5,3,AGENCY C
cf9495a04630,2,CHI PUB SCH
cf9495a04630,3,CHI PUB SCH
cf94dfa32e2a,1,AGENCY B
cf94dfa32e2a,2,AGENCY B
cf94dfa32e2a,4,AGENCY B
cf95a0b41622,3,AGENCY F
cf964b83808e,2,CHI PUB SCH
cf964b83808e,3,CHI PUB SCH
cf979ea0288c,2,AGENCY C
cf979ea0288c,3,AGENCY C
cf9e843143ef,1,CHI PUB SCH
cf9e843143ef,2,CHI PUB SCH
cf9e843143ef,3,CHI PUB SCH
cfa405d98e59,2,AGENCY B
cfa405d98e59,3,AGENCY B
cfa7d0c0c47c,2,AGENCY D
cfa7d0c0c47c,3,AGENCY D
cfa7d0c0c47c,4,AGENCY D
cfa85109407d,1,AGENCY A
cfa85109407d,3,AGENCY A
cfa85109407d,4,AGENCY A
cfaa1956d14e,2,AGENCY G
cfaa1956d14e,3,AGENCY G
cfadaedcced2,1,AGENCY D
cfadaedcced2,3,AGENCY D
cfadaedcced2,4,AGENCY D
cfb0560c184b,1,CHI PUB SCH
cfb0560c184b,2,CHI PUB SCH
cfb0560c184b,3,CHI PUB SCH
cfb0ae4c82a7,1,AGENCY C
cfb0ae4c82a7,2,AGENCY C
cfb0ae4c82a7,4,AGENCY C
cfb3307aaf18,1,CHI PUB SCH
cfb3307aaf18,2,CHI PUB SCH
cfb3307aaf18,3,CHI PUB SCH
cfb57b64e2d7,3,AGENCY A
cfb57b64e2d7,4,AGENCY A
cfb721599d6d,1,CHI PUB SCH
cfb721599d6d,2,CHI PUB SCH
cfb9a1f56656,2,AGENCY G
cfb9a1f56656,3,AGENCY G
cfb9a1f56656,4,AGENCY G
cfbfc58f519a,2,CHI PUB SCH
cfbfc58f519a,3,CHI PUB SCH
cfbfc58f519a,4,CHI PUB SCH
cfc81800411d,1,AGENCY G
cfc9884d4492,2,CHI PUB SCH
cfc9884d4492,3,CHI PUB SCH
cfc9884d4492,4,CHI PUB SCH
cfcb6ef2b305,1,AGENCY F
cfcb6ef2b305,2,AGENCY F
cfce69eedcbe,1,CHI PUB SCH
cfce69eedcbe,2,CHI PUB SCH
cfce69eedcbe,3,CHI PUB SCH
cfce69eedcbe,4,CHI PUB SCH
cfcf192aee0e,2,CHI PUB SCH
cfcf192aee0e,3,CHI PUB SCH
cfcf192aee0e,4,CHI PUB SCH
cfd5549e8307,2,CHI PUB SCH
cfd5549e8307,3,CHI PUB SCH
cfd66335cca4,1,AGENCY D
cfd66335cca4,2,AGENCY D
cfd6dd79f5bb,1,CHI PUB SCH
cfd6dd79f5bb,2,CHI PUB SCH
cfdb09773fa7,2,AGENCY C
cfdb09773fa7,3,AGENCY C
cfdb09773fa7,4,AGENCY C
cfdb5fcd0069,1,AGENCY B
cfdb5fcd0069,2,AGENCY B
cfdbce8a1036,1,AGENCY B
cfdbce8a1036,2,AGENCY B
cfdbce8a1036,3,AGENCY B
cfdf6d796e75,1,CHI PUB SCH
cfdf6d796e75,2,CHI PUB SCH
cfe1856498d3,1,CHI PUB SCH
cfe1856498d3,3,CHI PUB SCH
cfe1856498d3,4,CHI PUB SCH
cfe4312fd170,1,AGENCY A
cfe9787d0e85,2,AGENCY E
cff2cf80e89d,2,AGENCY C
cff2cf80e89d,3,AGENCY C
d00240667596,1,CHI PUB SCH
d00240667596,2,CHI PUB SCH
d00666fccf9a,2,CHI PUB SCH
d00666fccf9a,3,CHI PUB SCH
d00666fccf9a,4,CHI PUB SCH
d00c3c4c0187,3,AGENCY E
d00c3c4c0187,4,AGENCY E
d013eeddbc97,3,AGENCY A
d013eeddbc97,4,AGENCY A
d019344579db,1,AGENCY D
d019344579db,2,AGENCY D
d019344579db,3,AGENCY D
d01b0e0194ef,1,AGENCY B
d01b0e0194ef,3,AGENCY B
d01b0e0194ef,4,AGENCY B
d027ff6c57b0,3,AGENCY A
d027ff6c57b0,4,AGENCY A
d02e339d17fc,1,CHI PUB SCH
d02e339d17fc,3,CHI PUB SCH
d02e339d17fc,4,CHI PUB SCH
d02e67f4deb4,2,AGENCY B
d02e67f4deb4,3,AGENCY B
d02e67f4deb4,4,AGENCY B
d03948bce96e,1,AGENCY F
d03948bce96e,2,AGENCY F
d03948bce96e,3,AGENCY F
d03a1c39734e,3,AGENCY A
d03a1c39734e,4,AGENCY A
d03b42c3912f,1,AGENCY A
d03b42c3912f,2,AGENCY A
d03b42c3912f,3,AGENCY A
d03b42c3912f,4,AGENCY A
d042af4033fd,1,AGENCY A
d042af4033fd,3,AGENCY A
d042af4033fd,4,AGENCY A
d0443486cdd3,1,AGENCY D
d0443486cdd3,2,AGENCY D
d0443486cdd3,3,AGENCY D
d0443486cdd3,4,AGENCY D
d04a0f7bb72c,1,AGENCY B
d04a0f7bb72c,3,AGENCY B
d04a0f7bb72c,4,AGENCY B
d04dab24e66d,2,CHI PUB SCH
d04dab24e66d,3,CHI PUB SCH
d04dab24e66d,4,CHI PUB SCH
d052af037acf,2,CHI PUB SCH
d052af037acf,3,CHI PUB SCH
d052d4362059,2,AGENCY B
d052d4362059,4,AGENCY B
d055d3e422a7,1,CHI PUB SCH
d055d3e422a7,2,CHI PUB SCH
d055d3e422a7,3,CHI PUB SCH
d0565b433800,1,CHI PUB SCH
d0565b433800,2,CHI PUB SCH
d0565b433800,3,CHI PUB SCH
d058b6a5f961,2,AGENCY D
d058b6a5f961,3,AGENCY D
d0599ce33049,1,AGENCY C
d0599ce33049,2,AGENCY C
d064ef17713f,2,AGENCY D
d064ef17713f,4,AGENCY D
d065b0b76aa1,2,AGENCY A
d065b0b76aa1,3,AGENCY A
d065b0b76aa1,4,AGENCY A
d06645747407,3,AGENCY C
d06645747407,4,AGENCY C
d06e1fc0164f,4,AGENCY G
d072b9af872a,1,AGENCY B
d072b9af872a,2,AGENCY B
d072bb289544,2,AGENCY F
d072bb289544,3,AGENCY F
d072bb289544,4,AGENCY F
d078323c613a,1,CHI PUB SCH
d078323c613a,2,CHI PUB SCH
d0784d48b3a4,1,AGENCY F
d0784d48b3a4,3,AGENCY F
d078d7a9d367,2,AGENCY D
d078d7a9d367,3,AGENCY D
d078d7a9d367,4,AGENCY D
d0898ad3399d,1,AGENCY D
d0898ad3399d,2,AGENCY D
d0898ad3399d,3,AGENCY D
d093eddd5f4f,2,AGENCY G
d093eddd5f4f,3,AGENCY G
d09b3c08745d,1,AGENCY G
d09b3c08745d,2,AGENCY G
d09d05989a1e,1,CHI PUB SCH
d09d05989a1e,2,CHI PUB SCH
d09d05989a1e,4,CHI PUB SCH
d09e25fd94b4,1,AGENCY F
d09e25fd94b4,2,AGENCY F
d09e733e031e,2,CHI PUB SCH
d09e733e031e,3,CHI PUB SCH
d09e733e031e,4,CHI PUB SCH
d09efcc742f6,1,AGENCY A
d09efcc742f6,2,AGENCY A
d09efcc742f6,4,AGENCY A
d0a6a2744360,2,AGENCY F
d0a6a2744360,3,AGENCY F
d0aa6c5de4da,1,CHI PUB SCH
d0aa6c5de4da,3,CHI PUB SCH
d0aa6c5de4da,4,CHI PUB SCH
d0c3ce41c038,1,AGENCY C
d0c3ce41c038,2,AGENCY C
d0cab425eb21,3,AGENCY D
d0cab425eb21,4,AGENCY D
d0d229e40d18,4,AGENCY E
d0d2a6c36c61,1,CHI PUB SCH
d0d2a6c36c61,3,CHI PUB SCH
d0d2a6c36c61,4,CHI PUB SCH
d0d65ddcd1be,1,AGENCY C
d0d65ddcd1be,2,AGENCY C
d0d65ddcd1be,3,AGENCY C
d0d7ec3aedd7,1,AGENCY G
d0d7ec3aedd7,2,AGENCY G
d0d7ec3aedd7,4,AGENCY G
d0dc464cbf3b,1,AGENCY A
d0dcbb296d35,1,AGENCY F
d0dcbb296d35,2,AGENCY F
d0de9a366a85,2,AGENCY A
d0de9a366a85,3,AGENCY A
d0de9a366a85,4,AGENCY A
d0e41e2f216a,2,AGENCY C
d0e41e2f216a,3,AGENCY C
d0e41e2f216a,4,AGENCY C
d0e75ff92922,1,AGENCY C
d0e75ff92922,2,AGENCY C
d0e75ff92922,4,AGENCY C
d0e8419dd619,1,AGENCY B
d0e8419dd619,2,AGENCY B
d0e8419dd619,4,AGENCY B
d0edf1e26f31,1,AGENCY E
d0edf1e26f31,4,AGENCY E
d0f84b3945c4,1,AGENCY D
d0f84b3945c4,3,AGENCY D
d1032c539c8b,1,AGENCY B
d1032c539c8b,3,AGENCY B
d1032c539c8b,4,AGENCY B
d10e9901c49b,1,AGENCY B
d10e9901c49b,3,AGENCY B
d127fab8ac46,1,AGENCY B
d127fab8ac46,3,AGENCY B
d127fab8ac46,4,AGENCY B
d12acfbbbf97,1,AGENCY E
d12acfbbbf97,2,AGENCY E
d12acfbbbf97,3,AGENCY E
d12acfbbbf97,4,AGENCY E
d12f55eba910,1,AGENCY E
d12f55eba910,3,AGENCY E
d13403459b8b,1,AGENCY E
d13403459b8b,3,AGENCY E
d13403459b8b,4,AGENCY E
d135151f8c6c,2,AGENCY E
d135151f8c6c,3,AGENCY E
d13e7b04e26f,1,AGENCY A
d13e7b04e26f,4,AGENCY A
d13f8edec5a2,2,AGENCY C
d13f8edec5a2,3,AGENCY C
d1434c0cc8f6,1,AGENCY D
d1434c0cc8f6,2,AGENCY D
d1434c0cc8f6,3,AGENCY D
d14af9412500,2,AGENCY F
d14af9412500,4,AGENCY F
d14c9423c2e4,2,AGENCY C
d14c9423c2e4,3,AGENCY C
d14dde6f5f5d,1,AGENCY G
d14dde6f5f5d,2,AGENCY G
d14dde6f5f5d,3,AGENCY G
d15347afca2d,1,AGENCY D
d15347afca2d,2,AGENCY D
d15347afca2d,3,AGENCY D
d155ae0e978c,1,AGENCY F
d155ae0e978c,2,AGENCY F
d155ae0e978c,3,AGENCY F
d1587a518a45,1,AGENCY C
d1587a518a45,2,AGENCY C
d1587a518a45,3,AGENCY C
d1587a518a45,4,AGENCY C
d15b7de38d60,1,AGENCY D
d15b7de38d60,2,AGENCY D
d166d8ed7375,1,AGENCY E
d166d8ed7375,4,AGENCY E
d1691b30a6b6,2,CHI PUB SCH
d1691b30a6b6,3,CHI PUB SCH
d1691b30a6b6,4,CHI PUB SCH
d16bfd72780c,1,AGENCY G
d16bfd72780c,2,AGENCY G
d1764b1ffa23,1,AGENCY A
d1764b1ffa23,2,AGENCY A
d177956b5603,1,AGENCY B
d177a2c59144,2,CHI PUB SCH
d177a2c59144,3,CHI PUB SCH
d177a2c59144,4,CHI PUB SCH
d17ae7bc0405,3,AGENCY E
d17ae7bc0405,4,AGENCY E
d1816265dacb,1,AGENCY C
d1816265dacb,2,AGENCY C
d1816265dacb,3,AGENCY C
d1816265dacb,4,AGENCY C
d183054e6dce,1,AGENCY B
d183054e6dce,4,AGENCY B
d18706ec8d37,2,CHI PUB SCH
d18706ec8d37,3,CHI PUB SCH
d18706ec8d37,4,CHI PUB SCH
d18f08c8eaf1,1,AGENCY F
d1945b3426b0,3,AGENCY G
d1945b3426b0,4,AGENCY G
d19a43e82799,1,CHI PUB SCH
d19a43e82799,2,CHI PUB SCH
d19a43e82799,3,CHI PUB SCH
d19a43e82799,4,CHI PUB SCH
d19a9dae3d3c,1,AGENCY F
d19b1d522f10,2,AGENCY C
d19b1d522f10,3,AGENCY C
d19bbaec46c2,1,AGENCY B
d19bbaec46c2,3,AGENCY B
d19bbaec46c2,4,AGENCY B
d19eb4e4095c,1,AGENCY A
d19eb4e4095c,2,AGENCY A
d19eb4e4095c,4,AGENCY A
d1a401cbceaf,1,AGENCY B
d1a401cbceaf,2,AGENCY B
d1ac3fa30d26,3,AGENCY B
d1ac8c8c85d9,1,CHI PUB SCH
d1ac8c8c85d9,2,CHI PUB SCH
d1ac8c8c85d9,4,CHI PUB SCH
d1ae5c9cf2d5,1,CHI PUB SCH
d1ae5c9cf2d5,3,CHI PUB SCH
d1ae5c9cf2d5,4,CHI PUB SCH
d1b904ac6c79,2,AGENCY G
d1b904ac6c79,3,AGENCY G
d1b904ac6c79,4,AGENCY G
d1d0b1ff90bc,1,CHI PUB SCH
d1d0b1ff90bc,2,CHI PUB SCH
d1d0b1ff90bc,4,CHI PUB SCH
d1d7b2129776,1,AGENCY D
d1d7b2129776,3,AGENCY D
d1d7b2129776,4,AGENCY D
d1d94de0da95,2,AGENCY F
d1d94de0da95,3,AGENCY F
d1d94de0da95,4,AGENCY F
d1d99d465a9c,2,AGENCY D
d1d99d465a9c,3,AGENCY D
d1daa27dca9c,2,AGENCY C
d1daa27dca9c,3,AGENCY C
d1daa27dca9c,4,AGENCY C
d1dc2ab71abc,1,AGENCY A
d1dc2ab71abc,2,AGENCY A
d1dc2ab71abc,3,AGENCY A
d1dca115e138,1,AGENCY A
d1dca115e138,2,AGENCY A
d1dca115e138,3,AGENCY A
d1dca115e138,4,AGENCY A
d1de665c32c8,1,AGENCY G
d1de665c32c8,2,AGENCY G
d1de665c32c8,3,AGENCY G
d1e5831f1042,4,AGENCY C
d1ea9b255525,3,AGENCY A
d1eadfdf8a7b,2,AGENCY G
d1eadfdf8a7b,3,AGENCY G
d1eadfdf8a7b,4,AGENCY G
d1ed79a56ca6,1,AGENCY G
d1ed79a56ca6,2,AGENCY G
d1ed79a56ca6,3,AGENCY G
d1edc5df6ed1,1,AGENCY B
d1edc5df6ed1,4,AGENCY B
d1f7f0bcb1dd,2,AGENCY F
d1f7f0bcb1dd,3,AGENCY F
d1f7f0bcb1dd,4,AGENCY F
d1fabe481854,3,AGENCY E
d1fabe481854,4,AGENCY E
d1fb8417051f,1,CHI PUB SCH
d1fb8417051f,2,CHI PUB SCH
d1fb8417051f,3,CHI PUB SCH
d1fb8417051f,4,CHI PUB SCH
d201e14548cc,1,CHI PUB SCH
d201e14548cc,2,CHI PUB SCH
d201e14548cc,3,CHI PUB SCH
d2065a3bd765,1,AGENCY C
d2065a3bd765,3,AGENCY C
d20c99dffdec,1,AGENCY A
d20c99dffdec,3,AGENCY A
d20c99dffdec,4,AGENCY A
d2106ffe0e86,2,AGENCY A
d2106ffe0e86,3,AGENCY A
d2154a6edc0b,1,AGENCY C
d2154a6edc0b,4,AGENCY C
d2189eba38dc,1,AGENCY E
d2189eba38dc,2,AGENCY E
d2189eba38dc,4,AGENCY E
d21a3244087f,1,CHI PUB SCH
d21a3244087f,3,CHI PUB SCH
d21a3244087f,4,CHI PUB SCH
d21b4b39c270,2,AGENCY E
d21b4b39c270,3,AGENCY E
d225534a1b29,3,AGENCY D
d225534a1b29,4,AGENCY D
d230381d55e1,1,AGENCY G
d230381d55e1,4,AGENCY G
d23c9e42ef31,2,AGENCY A
d23c9e42ef31,3,AGENCY A
d24c34e217dc,2,AGENCY G
d24c34e217dc,3,AGENCY G
d252dfd9256c,2,AGENCY G
d252dfd9256c,4,AGENCY G
d25319ba7f35,1,AGENCY F
d25319ba7f35,3,AGENCY F
d25319ba7f35,4,AGENCY F
d269a18875e6,1,AGENCY A
d269a18875e6,3,AGENCY A
d269a18875e6,4,AGENCY A
d26c6b53e912,1,AGENCY A
d26c6b53e912,2,AGENCY A
d26c6b53e912,3,AGENCY A
d26c6b53e912,4,AGENCY A
d2750c43cdf4,1,AGENCY C
d2750c43cdf4,2,AGENCY C
d2750c43cdf4,3,AGENCY C
d2750c43cdf4,4,AGENCY C
d27f0589635e,3,AGENCY C
d27f0589635e,4,AGENCY C
d27fb876ad57,3,AGENCY G
d27fb876ad57,4,AGENCY G
d2865775a45f,1,AGENCY F
d2865775a45f,2,AGENCY F
d2865775a45f,3,AGENCY F
d2865775a45f,4,AGENCY F
d28961257d59,1,AGENCY C
d28961257d59,2,AGENCY C
d28e413fbefd,2,AGENCY E
d28f935de69b,2,AGENCY G
d28f935de69b,3,AGENCY G
d28f935de69b,4,AGENCY G
d2916476c5f1,1,AGENCY B
d2916476c5f1,2,AGENCY B
d2916476c5f1,4,AGENCY B
d29d9801e45a,3,AGENCY E
d2a34a646385,1,AGENCY E
d2a34a646385,2,AGENCY E
d2a34a646385,4,AGENCY E
d2b0ca92106d,1,AGENCY G
d2b44f5c62de,1,AGENCY A
d2b44f5c62de,3,AGENCY A
d2b44f5c62de,4,AGENCY A
d2b5d52c9b97,2,AGENCY C
d2b5d52c9b97,3,AGENCY C
d2b7fc4f200a,1,AGENCY E
d2bf0e735490,2,AGENCY D
d2bf0e735490,3,AGENCY D
d2bf0e735490,4,AGENCY D
d2c37a913e78,1,CHI PUB SCH
d2c37a913e78,2,CHI PUB SCH
d2c57342ca85,1,CHI PUB SCH
d2c57342ca85,3,CHI PUB SCH
d2c57342ca85,4,CHI PUB SCH
d2c7a28ec600,2,AGENCY G
d2c7a28ec600,4,AGENCY G
d2c85ea91b3e,1,CHI PUB SCH
d2c85ea91b3e,2,CHI PUB SCH
d2ce99a90701,1,AGENCY F
d2ce99a90701,3,AGENCY F
d2cfe5f65daf,1,CHI PUB SCH
d2cfe5f65daf,3,CHI PUB SCH
d2cfe5f65daf,4,CHI PUB SCH
d2d027598d28,1,AGENCY F
d2d027598d28,3,AGENCY F
d2d34e0d0120,1,AGENCY C
d2d34e0d0120,2,AGENCY C
d2d34e0d0120,4,AGENCY C
d2e12f78db81,3,AGENCY E
d2e12f78db81,4,AGENCY E
d2ef52a48ad1,2,AGENCY D
d2ef52a48ad1,4,AGENCY D
d2f3cc965979,3,AGENCY G
d2f44159ebfe,1,CHI PUB SCH
d2f44159ebfe,2,CHI PUB SCH
d2f44159ebfe,4,CHI PUB SCH
d2f91d9b280e,1,CHI PUB SCH
d2f91d9b280e,2,CHI PUB SCH
d2fa2d51c479,1,AGENCY E
d2fa2d51c479,2,AGENCY E
d2fa2d51c479,4,AGENCY E
d304db8665d9,1,AGENCY F
d304db8665d9,3,AGENCY F
d304db8665d9,4,AGENCY F
d306ddc9639f,1,AGENCY F
d306ddc9639f,4,AGENCY F
d307587a4d34,1,AGENCY E
d307587a4d34,4,AGENCY E
d3109aa78cad,1,AGENCY F
d3109aa78cad,2,AGENCY F
